question,answer,document
How many elective courses does the Language Technologies Concentration require SCS students to complete?,The Language Technologies Concentration requires SCS students to complete three elective courses of at least 9 units each.,Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
What is the total number of units required for the undergraduate research project in the Language Technologies Concentration?,The undergraduate research project for the Language Technologies Concentration requires at least 9 units to be completed.,Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
Can students with a grade lower than B (3.0) still apply for the language technologies minor?,"Yes, students with a grade lower than B (3.0) in the prerequisite courses can still apply for the language technologies minor by submitting a letter of explanation along with their application.",Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
What are some of the suggested courses for candidates interested in the Language Technologies Concentration?,"Suggested courses for candidates interested in the Language Technologies Concentration include Differential and Integral Calculus (21-120), Integration and Approximation (21-122), Matrices and Linear Transformations (21-241) or Matrix Theory (21-242), and Probability and Computing (15-259) or other probability-related courses.",Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
What does the Language Technologies Concentration prepare students for?,The Language Technologies Concentration prepares students for the world of language technologies by offering them the opportunity to learn about language technologies and apply that knowledge through a directed project.,Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
Are there any specific sets of stand-alone courses that students can choose as electives?,"Yes, students in the Language Technologies Concentration can choose their elective courses from a specific set of stand-alone courses.",Academics_data/Documents/program_info_LanguageTechnologiesConcentration/program_info_LanguageTechnologiesConcentration.txt
What is the core course for the Language Technologies Concentration?,Human Language for Artificial Intelligence (11-411),Academics_data/Documents/program_info_LanguageTechnologiesConcentration/Curriculum_Table_LanguageTechnologiesConcentration.csv
Could you name some electives for the Language Technologies Concentration?,"Natural Language Processing (11-411), Machine Learning for Text and Graph-based Mining (11-441), Search Engines (11-442), Speech Processing (11-492), Machine Learning in Practice (11-344), Advanced Natural Language Processing (11-711), Machine Translation and Sequence-to-Sequence Models (11-731), Multilingual Natural Language Processing (11-737), Neural Networks for NLP (11-747), Speech Recognition and Understanding (11-751), Language and Statistics (11-761), Multimodal Affective Computing (11-776), The Nature of Language (80-180)",Academics_data/Documents/program_info_LanguageTechnologiesConcentration/Curriculum_Table_LanguageTechnologiesConcentration.csv
How many electives are required to complete the Language Technologies Concentration?,Three electives are required to complete the Language Technologies Concentration.,Academics_data/Documents/program_info_LanguageTechnologiesConcentration/Curriculum_Table_LanguageTechnologiesConcentration.csv
Describe the project requirement for the Language Technologies Concentration.,Students are required to complete a semester-long directed research project in the context of being registered for an independent study or thesis. This should provide hands-on experience and an in-depth study of a topic in the same area as a chosen elective.,Academics_data/Documents/program_info_LanguageTechnologiesConcentration/Curriculum_Table_LanguageTechnologiesConcentration.csv
What are the two timing options for earning the MCDS degree?,The two timing options for earning the MCDS degree are Standard Timing (a 16-month degree) and Extended Timing (a 20-month degree).,Academics_data/Documents/program_info_MasterofComputationalDataScience/program_info_MasterofComputationalDataScience.txt
How many total course credits must be completed to earn an MCDS degree?,All MCDS students must complete a minimum of 144 units to graduate.,Academics_data/Documents/program_info_MasterofComputationalDataScience/program_info_MasterofComputationalDataScience.txt
What are the three majors available in the MCDS program and their required course credits?,"The MCDS program offers three majors—Systems, Analytics, and Human-Centered Data Science—each requiring the same total number of course credits, split among required core courses, electives, data science seminar, and capstone courses specifically defined for each major.",Academics_data/Documents/program_info_MasterofComputationalDataScience/program_info_MasterofComputationalDataScience.txt
"What are the core curriculum, MCDS seminar, concentration area, and elective courses required for an MCDS degree?","To earn an MCDS degree, students must pass courses in the core curriculum, the MCDS seminar, a concentration area, and electives. Additionally, students must complete a capstone project in which they work on a research project at CMU or on an industry-sponsored project.",Academics_data/Documents/program_info_MasterofComputationalDataScience/program_info_MasterofComputationalDataScience.txt
